Actual,Predicted,Residuals
908.5924468570372,906.8676406445161,1.7248062125211163
1066.1992288032511,1053.9866089587802,12.212619844470964
1205.1432898389803,1075.6510825872208,129.4922072517595
1058.3045755250837,1005.5575998521712,52.74697567291253
1129.5076304195848,1154.0409803949888,-24.533349975404008
971.1598014634617,987.5846755345456,-16.424874071083877
1000.6522960839176,950.1423391632907,50.509956920626905
712.1044970574808,773.4661266121575,-61.36162955467671
940.21040983632,943.4013476053062,-3.1909377689862595
852.7533117315946,882.7145088621301,-29.961197130535425
971.6363029780316,911.7595664376666,59.87673654036496
913.8995284806595,879.2222236513851,34.67730482927436
1006.7974822666198,1017.2689758557375,-10.4714935891177
1081.3697887881483,1009.2321098371062,72.13767895104206
945.8153383480808,984.7427847470343,-38.92744639895352
1057.4039044279932,1075.8430074429846,-18.43910301499136
1416.3042789781066,1318.8348173907627,97.46946158734386
1057.5601376090272,976.6972955826277,80.86284202639945
1039.301990214295,1047.0831004518338,-7.781110237538769
1180.074804774006,1067.4776520902867,112.59715268371929
1053.2439527996019,1012.531064960514,40.7128878390879
1144.7679484788512,1095.635183301676,49.13276517717509
896.2379677603294,922.4336941448037,-26.195726384474256
921.7975014859728,904.2226493556904,17.574852130282466
871.8562153235434,894.3705081669297,-22.514292843386215
921.4790381632549,919.1998072704027,2.2792308928521834
1051.4542707421192,1032.6239563786487,18.830314363470507
1182.4849322281748,1254.3602228038683,-71.8752905756935
1137.3732516720033,1060.5879119957053,76.78533967629801
1168.0693406707749,1125.99368787873,42.07565279204482
1061.5731158312456,1002.816001132353,58.757114698892565
1038.524410439029,1061.8604059261756,-23.335995487146647
983.267126496096,996.6674832346631,-13.400356738567098
1114.7980377876988,1065.138202181378,49.65983560632094
909.1626761594702,851.651938052495,57.51073810697517
990.3515740012425,963.2796451053864,27.071928895856104
1178.1567763495862,1212.9452910176312,-34.78851466804508
859.1979415828378,861.4907224433045,-2.2927808604667916
730.2711077860426,776.762676188591,-46.491568402548296
798.1840542070415,837.1563144713338,-38.97226026429223
956.5046440911682,1001.4527390063683,-44.94809491520016
1101.2197854392552,1158.5831854721937,-57.36340003293844
1117.2198326392302,1042.1387337342076,75.0810989050226
802.0130269785901,823.3984220157921,-21.385395037201988
1192.3889908471203,1200.1066529665575,-7.717662119437136
982.8030448787773,1048.605963706435,-65.80291882765766
1142.774454538056,1137.8131392573428,4.961315280713279
1100.4201838056272,989.6756553354658,110.74452847016141
939.5648175724798,948.6444407655356,-9.079623193055795
951.3144077347823,987.9150303326644,-36.60062259788208
1143.1996986609297,1095.1889218142635,48.010776846666204
1102.37140981751,1092.672084125508,9.699325692002049
941.4104342361679,996.9030097524502,-55.49257551628227
932.7321483921576,942.173967117303,-9.441818725145481
1060.4348492011998,1006.1524208388275,54.28242836237223
1147.422102480995,1068.8118298943505,78.61027258664444
1230.5852655594413,1237.4134712712016,-6.828205711760347
846.8128563757898,908.2006882184949,-61.387831842705054
1172.459306981328,1060.7879855335077,111.67132144782022
1106.6653570034835,1219.5931186386822,-112.92776163519875
864.0859229557694,909.6385080804268,-45.55258512465741
1125.2186654015413,1227.7600325148387,-102.54136711329738
881.2919228418592,971.1176014216904,-89.82567857983122
942.6240479035462,927.3733821213705,15.250665782175702
897.8189304073519,922.7057988440332,-24.88686843668131
1108.8065299288971,1121.1972408437725,-12.390710914875399
714.3355987863554,732.3391153547266,-18.003516568371197
1024.3259676204032,1065.7804857025612,-41.454518082158074
810.7996756985327,871.1614333032161,-60.36175760468336
950.8004628441232,1001.7399855289124,-50.939522684789154
1037.8685664821737,1029.559697478993,8.308869003180689
909.8378345875099,977.1637501529309,-67.32591556542104
914.7501480537775,853.6305922362397,61.11955581753773
1212.5921832855336,1189.3748302450426,23.217353040490934
1029.4981956251866,1095.0551557100262,-65.5569600848396
1152.5273028915308,1144.832330098391,7.694972793139868
1261.6671456165732,1282.2536229218297,-20.586477305256494
1370.9533256390046,1233.075035612829,137.8782900261756
944.2912927598079,970.9863296560484,-26.69503689624048
959.2746602328683,986.4361789285152,-27.16151869564692
895.4671783521986,840.635740384849,54.83143796734964
1045.964011270166,994.5924067505846,51.371604519581524
1018.9894252513515,1057.9448223428162,-38.95539709146476
821.1442880355125,833.4908817194495,-12.34659368393693
869.1716774384888,951.5212668389256,-82.3495894004368
839.4750222607704,829.1101554709775,10.364866789792927
1100.3859342870119,1152.877787010732,-52.49185272372006
1240.0239340793896,1271.8512166896915,-31.827282610301836
842.9233190442911,904.6656192446007,-61.742300200309614
989.9867482019712,952.3276022907351,37.65914591123612
1255.7560162576342,1186.137322807259,69.6186934503753
940.6549111179072,1026.3110476133013,-85.6561364953941
1019.0638555943906,958.6894929862332,60.37436260815741
1147.039435005196,1142.2772944979681,4.7621405072279686
1144.018171125459,1028.975043073424,115.04312805203494
1123.822043609915,1159.5727395069844,-35.75069589706936
965.0447086228703,866.5020214399245,98.54268718294577
1094.574576635762,1092.3965701569712,2.1780064787908486
846.0863330731336,879.139407726555,-33.05307465342139
1141.3457516100852,1042.7791059609926,98.5666456490926
1170.8240511237407,1032.4167754973655,138.40727562637517
1197.500031287284,1184.674352940487,12.825678346796849
849.2875390555736,963.7807639261092,-114.49322487053564
980.9766216936157,992.339577143586,-11.362955449970286
1001.4981227985095,1055.1874268991482,-53.689304100638765
665.8136536093823,735.3489403985193,-69.53528678913699
