Feature,Mean_Drift,Std_Drift,Drift_Flag
Temperature_C,0.044713970961869895,0.1872005911396056,True
Humidity,0.13582437035706224,0.17223261141423274,True
Wind_Speed,0.011739270528709341,0.06692161230239094,False
Solar_Radiation,0.06589250194748555,0.1062363865722132,True
Pressure,0.06539516702711977,0.04875665332785623,False
